opened_at,closed_at,symbol,side,avg_entry,exit_price,quantity,tranches,gross_pnl,commission,net_pnl,exit_reason
2025-11-21T15:45:00.0000000+00:00,2025-11-21T16:30:00.0000000+00:00,QQQ_iex,Long,583.47519607843137254901960784,584.85083333333333333333333333,51,2,70.15749999999999999999999983,0,70.15749999999999999999999983,"Stop-loss hit"
2025-11-26T15:15:00.0000000+00:00,2025-11-26T15:30:00.0000000+00:00,QQQ_iex,Short,609.655,610.71,89,1,-93.895,0,-93.895,"Stop-loss hit"
2025-12-01T15:40:00.0000000+00:00,2025-12-01T19:20:00.0000000+00:00,QQQ_iex,Long,614.94095238095238095238095238,615.78160714285714285714285714,84,2,70.61499999999999999999999976,0,70.61499999999999999999999976,"Stop-loss hit"
2025-12-02T15:25:00.0000000+00:00,2025-12-02T15:30:00.0000000+00:00,QQQ_iex,Long,621.415,620.65,124,1,-94.860,0,-94.860,"Stop-loss hit"
2025-12-05T15:15:00.0000000+00:00,2025-12-05T15:20:00.0000000+00:00,QQQ_iex,Long,627.135,626.42,132,1,-94.380,0,-94.380,"Stop-loss hit"
2025-12-09T15:45:00.0000000+00:00,2025-12-09T16:55:00.0000000+00:00,QQQ_iex,Long,623.27287234042553191489361702,623.63351063829787234042553191,188,2,67.79999999999999999999999908,0,67.79999999999999999999999908,"Stop-loss hit"
2025-12-12T15:05:00.0000000+00:00,2025-12-12T18:10:00.0000000+00:00,QQQ_iex,Short,616.31772727272727272727272727,615.43659090909090909090909091,110,3,96.92499999999999999999999990,0,96.92499999999999999999999990,"Stop-loss hit"
2025-12-16T15:55:00.0000000+00:00,2025-12-16T16:15:00.0000000+00:00,QQQ_iex,Long,608.845,606.90,47,1,-91.415,0,-91.415,"Stop-loss hit"
2025-12-17T15:10:00.0000000+00:00,2025-12-17T15:20:00.0000000+00:00,QQQ_iex,Short,608.425,609.59,79,1,-92.035,0,-92.035,"Stop-loss hit"
2025-12-30T15:50:00.0000000+00:00,2025-12-30T16:35:00.0000000+00:00,QQQ_iex,Long,620.05212401055408970976253298,620.29326517150395778364116095,379,3,91.39250000000000000000000005,0,91.39250000000000000000000005,"Stop-loss hit"
2026-01-02T15:35:00.0000000+00:00,2026-01-02T15:50:00.0000000+00:00,QQQ_iex,Long,615.985,614.13,49,1,-90.895,0,-90.895,"Stop-loss hit"
2026-01-06T14:55:00.0000000+00:00,2026-01-06T15:50:00.0000000+00:00,QQQ_iex,Long,621.095,620.12,94,1,-91.650,0,-91.650,"Stop-loss hit"
2026-01-07T15:50:00.0000000+00:00,2026-01-07T18:10:00.0000000+00:00,QQQ_iex,Long,625.5675,626.183125,112,2,68.950000,0,68.950000,"Stop-loss hit"
2026-01-08T15:35:00.0000000+00:00,2026-01-08T15:55:00.0000000+00:00,QQQ_iex,Short,618.8934516129032258064516129,618.45282258064516129032258065,155,2,68.29749999999999999999999925,0,68.29749999999999999999999925,"Stop-loss hit"
2026-01-09T15:45:00.0000000+00:00,2026-01-09T16:00:00.0000000+00:00,QQQ_iex,Short,622.225,623.74,60,1,-90.900,0,-90.900,"Stop-loss hit"
2026-01-13T15:10:00.0000000+00:00,2026-01-13T15:35:00.0000000+00:00,QQQ_iex,Short,624.85985714285714285714285714,624.37421428571428571428571429,140,2,67.98999999999999999999999940,0,67.98999999999999999999999940,"Stop-loss hit"
2026-01-14T15:30:00.0000000+00:00,2026-01-14T15:45:00.0000000+00:00,QQQ_iex,Short,617.89639130434782608695652174,617.29076086956521739130434783,115,2,69.64749999999999999999999955,0,69.64749999999999999999999955,"Stop-loss hit"
2026-01-21T14:55:00.0000000+00:00,2026-01-21T15:20:00.0000000+00:00,QQQ_iex,Long,611.51875,612.194375,104,2,70.265000,0,70.265000,"Stop-loss hit"
2026-01-26T15:20:00.0000000+00:00,2026-01-26T17:10:00.0000000+00:00,QQQ_iex,Long,625.84042168674698795180722892,626.26105421686746987951807229,166,2,69.82500000000000000000000014,0,69.82500000000000000000000014,"Stop-loss hit"
2026-01-27T15:10:00.0000000+00:00,2026-01-27T20:20:00.0000000+00:00,QQQ_iex,Long,630.48326666666666666666666667,630.9539,150,2,70.5950,0,70.5950,"Stop-loss hit"
2026-01-28T15:45:00.0000000+00:00,2026-01-28T17:10:00.0000000+00:00,QQQ_iex,Short,632.52451219512195121951219512,632.09387195121951219512195122,164,2,70.62499999999999999999999992,0,70.62499999999999999999999992,"Stop-loss hit"
2026-01-29T15:00:00.0000000+00:00,2026-01-29T15:15:00.0000000+00:00,QQQ_iex,Short,624.1294,623.16376666666666666666666667,75,2,72.42249999999999999999999975,0,72.42249999999999999999999975,"Stop-loss hit"
2026-01-30T15:30:00.0000000+00:00,2026-01-30T15:35:00.0000000+00:00,QQQ_iex,Short,623.895,625.57,57,1,-95.475,0,-95.475,"Stop-loss hit"
2026-02-03T15:00:00.0000000+00:00,2026-02-03T15:25:00.0000000+00:00,QQQ_iex,Short,618.73125,617.580625,64,2,73.640000,0,73.640000,"Stop-loss hit"
2026-02-04T15:35:00.0000000+00:00,2026-02-04T15:40:00.0000000+00:00,QQQ_iex,Short,608.955,611.14,43,1,-93.955,0,-93.955,"Stop-loss hit"
2026-02-05T15:55:00.0000000+00:00,2026-02-05T16:15:00.0000000+00:00,QQQ_iex,Short,594.685,597.37,35,1,-93.975,0,-93.975,"Stop-loss hit"
2026-02-11T15:10:00.0000000+00:00,2026-02-11T15:40:00.0000000+00:00,QQQ_iex,Short,610.35425925925925925925925926,609.69361111111111111111111111,108,2,71.35000000000000000000000012,0,71.35000000000000000000000012,"Stop-loss hit"
2026-02-12T15:00:00.0000000+00:00,2026-02-12T15:45:00.0000000+00:00,QQQ_iex,Short,609.20614285714285714285714286,608.1805,70,2,71.7950,0,71.7950,"Stop-loss hit"
2026-02-13T15:30:00.0000000+00:00,2026-02-13T15:40:00.0000000+00:00,QQQ_iex,Long,602.725,600.45,41,1,-93.275,0,-93.275,"Stop-loss hit"
2026-02-17T15:00:00.0000000+00:00,2026-02-17T15:05:00.0000000+00:00,QQQ_iex,Short,593.315,594.94,58,1,-94.250,0,-94.250,"Stop-loss hit"
2026-02-18T15:00:00.0000000+00:00,2026-02-18T18:40:00.0000000+00:00,QQQ_iex,Long,606.08283132530120481927710843,606.93346385542168674698795181,83,2,70.60250000000000000000000023,0,70.60250000000000000000000023,"Stop-loss hit"
2026-02-19T15:35:00.0000000+00:00,2026-02-19T16:40:00.0000000+00:00,QQQ_iex,Long,604.545,602.46,45,1,-93.825,0,-93.825,"Stop-loss hit"
2026-02-20T15:25:00.0000000+00:00,2026-02-20T15:30:00.0000000+00:00,QQQ_iex,Long,606.995,605.31,55,1,-92.675,0,-92.675,"Stop-loss hit"
2026-02-27T15:05:00.0000000+00:00,2026-03-02T14:30:00.0000000+00:00,QQQ_iex,Long,605.605,603.55,44,1,-90.420,0,-90.420,"Stop-loss hit"
2026-03-03T15:00:00.0000000+00:00,2026-03-03T15:30:00.0000000+00:00,QQQ_iex,Short,593.51690476190476190476190476,592.70125,84,2,68.51500,0,68.51500,"Stop-loss hit"
2026-03-04T15:20:00.0000000+00:00,2026-03-04T15:35:00.0000000+00:00,QQQ_iex,Long,608.665,609.34563725490196078431372549,102,2,69.42499999999999999999999998,0,69.42499999999999999999999998,"Stop-loss hit"
2026-03-06T15:15:00.0000000+00:00,2026-03-06T20:25:00.0000000+00:00,QQQ_iex,Long,602.235,599.07,29,1,-91.785,0,-91.785,"Stop-loss hit"
2026-03-09T14:10:00.0000000+00:00,2026-03-09T14:35:00.0000000+00:00,QQQ_iex,Short,591.735,594.50,33,1,-91.245,0,-91.245,"Stop-loss hit"
2026-03-12T13:55:00.0000000+00:00,2026-03-13T13:40:00.0000000+00:00,QQQ_iex,Short,599.335,601.71,38,1,-90.250,0,-90.250,"Stop-loss hit"
2026-03-16T14:10:00.0000000+00:00,2026-03-16T14:30:00.0000000+00:00,QQQ_iex,Long,601.435,600.27,77,1,-89.705,0,-89.705,"Stop-loss hit"
2026-03-17T14:20:00.0000000+00:00,2026-03-17T15:30:00.0000000+00:00,QQQ_iex,Long,603.695,602.33,65,1,-88.725,0,-88.725,"Stop-loss hit"
2026-03-19T14:00:00.0000000+00:00,2026-03-19T14:20:00.0000000+00:00,QQQ_iex,Long,590.995,589.26,50,1,-86.750,0,-86.750,"Stop-loss hit"
2026-04-01T14:50:00.0000000+00:00,2026-04-01T16:30:00.0000000+00:00,QQQ_iex,Long,585.65685567010309278350515464,586.3325,97,2,65.5375,0,65.5375,"Stop-loss hit"
2026-04-02T14:00:00.0000000+00:00,2026-04-02T14:20:00.0000000+00:00,QQQ_iex,Long,578.00130952380952380952380952,578.79696428571428571428571429,84,2,66.83500000000000000000000036,0,66.83500000000000000000000036,"Stop-loss hit"
2026-04-09T14:30:00.0000000+00:00,2026-04-09T14:40:00.0000000+00:00,QQQ_iex,Short,603.145,603.90,119,1,-89.845,0,-89.845,"Stop-loss hit"
2026-04-15T14:15:00.0000000+00:00,2026-04-15T14:35:00.0000000+00:00,QQQ_iex,Long,631.10625,631.476875,176,2,65.230000,0,65.230000,"Stop-loss hit"
2026-04-16T14:20:00.0000000+00:00,2026-04-16T14:30:00.0000000+00:00,QQQ_iex,Short,636.305,637.45,77,1,-88.165,0,-88.165,"Stop-loss hit"
2026-04-17T14:05:00.0000000+00:00,2026-04-17T14:20:00.0000000+00:00,QQQ_iex,Long,647.025,646.33,128,1,-88.960,0,-88.960,"Stop-loss hit"
